"영상 번호","의문사있는 의문형","한국어 번역","형태소 개수","한국수어 형태소","","","","","","",""
"0880","","(서울농아인협회)에서 내려드릴까요?","3","서울농아인협회","내리다","오케이","","","","",""
"0881","","(서울농아인협회)에서 내려드릴까요?","3","서울농아인협회","내리다","오케이","","","","",""
"0882","","(서울농아인협회)에서 내려드릴까요?","3","서울농아인협회","차내리다","오케이","","","","",""
"0883","X","(서대문농아인복지관)에서 내려드릴까요?","1","서대문농아인복지관","","","","","","",""
"0884","","(서대문농아인복지관)에서 내려드릴까요?","2","서대문농아인복지관","내리다","","","","","",""
"0885","","(서대문농아인복지관)에서 내려드릴까요?","2","서대문농아인복지관","내리다","","","","","",""
"0886","","(서대문농아인복지관)에서 내려드릴까요?","2","서대문농아인복지관","차내리다","","","","","",""
"0887","","(서대문농아인복지관)에서 내려드릴까요?","2","서대문농아인복지관","차내리다","","","","","",""
"0888","","(서대문농아인복지관)에서 내려드릴까요?","2","서대문농아인복지관","오케이","","","","","",""
"0889","","(서대문농아인복지관)에서 내려드릴까요?","2","서대문농아인복지관","가다","","","","","",""
"0890","","(서대문농아인복지관)에서 내려드릴까요?","3","서대문농아인복지관","내리다","오케이","","","","",""
"0891","","(서대문농아인복지관)에서 내려드릴까요?","3","서대문농아인복지관","내리다","오케이","","","","",""
"0892","","(서대문농아인복지관)에서 내려드릴까요?","3","서대문농아인복지관","차내리다","오케이","","","","",""
"0893","","(에어컨) 좀 켜주세요.","2","에어컨","켜다","","","","","",""
"0894","","(에어컨) 좀 켜주세요.","2","에어컨","켜다","","","","","",""
"0895","","(에어컨) 좀 켜주세요.","1","에어컨","","","","","","",""
"0896","","(에어컨) 좀 켜주세요.","2","에어컨","켜다","","","","","",""
"0897","","(에어컨) 좀 켜주세요.","1","에어컨","","","","","","",""
"0898","","(에어컨) 좀 켜주세요.","2","에어컨","켜다","","","","","",""
"0899","","(에어컨) 좀 켜주세요.","2","에어컨","켜다","","","","","",""
"0900","","(에어컨) 좀 켜주세요.","2","에어컨","켜다","","","","","",""
"0901","","(에어컨) 좀 켜주세요.","1","에어컨","","","","","","",""
"0902","","(에어컨) 좀 켜주세요.","2","춥다","켜다","","","","","",""
"0903","","(에어컨) 좀 켜드릴까요?","2","에어컨","켜다","","","","","",""
"0904","","(에어컨) 좀 켜드릴까요?","2","에어컨","켜다","","","","","",""
"0905","X","(에어컨) 좀 켜드릴까요?","1","에어컨","","","","","","",""
"0906","","(에어컨) 좀 켜드릴까요?","2","에어컨","켜다","","","","","",""
"0907","X","(에어컨) 좀 켜드릴까요?","1","에어컨","","","","","","",""
"0908","","(에어컨) 좀 켜드릴까요?","2","에어컨","켜다","","","","","",""
"0909","","(에어컨) 좀 켜드릴까요?","2","에어컨","켜다","","","","","",""
"0910","","(에어컨) 좀 켜드릴까요?","2","에어컨","켜다","","","","","",""
"0911","X","(에어컨) 좀 켜드릴까요?","1","에어컨","","","","","","",""
"0912","","(에어컨) 좀 켜드릴까요?","2","춥다","켜다","","","","","",""
"0913","","(히터) 좀 켜주세요.","2","난방","켜다","","","","","",""
"0914","","(히터) 좀 켜주세요.","2","난방","켜다","","","","","",""
"0915","","(히터) 좀 켜주세요.","2","난방","켜다","","","","","",""
"0916","","(히터) 좀 켜주세요.","1","난방","","","","","","",""
"0917","","(히터) 좀 켜주세요.","2","따뜻하다","켜다","","","","","",""
"0918","","(히터) 좀 켜드릴까요?","2","난방","켜다","","","","","",""
"0919","","(히터) 좀 켜드릴까요?","2","난방","켜다","","","","","",""
"0920","","(히터) 좀 켜드릴까요?","2","난방","켜다","","","","","",""
"0921","X","(히터) 좀 켜드릴까요?","1","난방","","","","","","",""
"0922","","(히터) 좀 켜드릴까요?","2","따뜻하다","켜다","","","","","",""
"0923","","(한국농아인협회)로 가주세요.","2","한국농아인협회","가다","","","","","",""
"0924","","(한국농아인협회)로 가주세요.","2","한국농아인협회","가다","","","","","",""
"0925","","(한국농아인협회)로 가주세요.","2","한국농아인협회","내리다","","","","","",""
"0926","","(한국농아인협회)로 가주세요.","2","한국농아인협회","내리다","","","","","",""
"0927","","(한국농아인협회)로 가주세요.","2","한국농아인협회","차내리다","","","","","",""
"0928","","(한국농아인협회)로 가주세요.","2","한국농아인협회","차내리다","","","","","",""
"0929","","(한국농아인협회)로 가주세요.","2","한국농아인협회","도착","","","","","",""
"0930","","(한국농아인협회)로 가주세요.","2","한국농아인협회","목적","","","","","",""
"0931","","(한국농아인협회)로 가주세요.","2","한국농아인협회","곳","","","","","",""
"0932","","(한국농아인협회)로 가주세요.","3","한국농아인협회","가다","","","","","",""
"0933","","(서울농아인협회)로 가주세요.","2","서울농아인협회","가다","","","","","",""
"0934","","(서울농아인협회)로 가주세요.","2","서울농아인협회","가다","","","","","",""
"0935","","(서울농아인협회)로 가주세요.","2","서울농아인협회","내리다","","","","","",""
"0936","","(서울농아인협회)로 가주세요.","2","서울농아인협회","내리다","","","","","",""
"0937","","(서울농아인협회)로 가주세요.","2","서울농아인협회","차내리다","","","","","",""
"0938","","(서울농아인협회)로 가주세요.","2","서울농아인협회","차내리다","","","","","",""
"0939","","(서울농아인협회)로 가주세요.","2","서울농아인협회","도착","","","","","",""
"0940","","(서울농아인협회)로 가주세요.","2","서울농아인협회","목적","","","","","",""
"0941","","(서울농아인협회)로 가주세요.","2","서울농아인협회","곳","","","","","",""
"0942","","(서울농아인협회)로 가주세요.","2","서울농아인협회","가다","","","","","",""
"0943","","(서대문농아인복지관)으로 가주세요.","2","서대문농아인복지관","가다","","","","","",""
"0944","","(서대문농아인복지관)으로 가주세요.","2","서대문농아인복지관","가다","","","","","",""
"0945","","(서대문농아인복지관)으로 가주세요.","2","서대문농아인복지관","내리다","","","","","",""
"0946","","(서대문농아인복지관)으로 가주세요.","2","서대문농아인복지관","내리다","","","","","",""
"0947","","(서대문농아인복지관)으로 가주세요.","2","서대문농아인복지관","차내리다","","","","","",""
"0948","","(서대문농아인복지관)으로 가주세요.","2","서대문농아인복지관","차내리다","","","","","",""
"0949","","(서대문농아인복지관)으로 가주세요.","2","서대문농아인복지관","도착","","","","","",""
"0950","","(서대문농아인복지관)으로 가주세요.","2","서대문농아인복지관","목적","","","","","",""
"0951","","(서대문농아인복지관)으로 가주세요.","2","서대문농아인복지관","곳","","","","","",""
"0952","","(서대문농아인복지관)으로 가주세요.","3","서대문농아인복지관","가다","","","","","",""
"0953","","(청음회관)으로 가주세요.","2","청음회관","가다","","","","","",""
"0954","","(청음회관)으로 가주세요.","2","청음회관","가다","","","","","",""
"0955","","(청음회관)으로 가주세요.","2","청음회관","내리다","","","","","",""
"0956","","(청음회관)으로 가주세요.","2","청음회관","내리다","","","","","",""
"0957","","(청음회관)으로 가주세요.","2","청음회관","차내리다","","","","","",""
"0958","","(청음회관)으로 가주세요.","2","청음회관","차내리다","","","","","",""
"0959","","(청음회관)으로 가주세요.","2","청음회관","도착","","","","","",""
"0960","","(청음회관)으로 가주세요.","2","청음회관","목적","","","","","",""
"0961","","(청음회관)으로 가주세요.","2","청음회관","곳","","","","","",""
"0962","","(청음회관)으로 가주세요.","2","청음회관","가다","","","","","",""
"0963","","(천안아산역)으로 가주세요.","2","천안아산역","가다","","","","","",""
"0964","","(천안아산역)으로 가주세요.","2","천안아산역","가다","","","","","",""
"0965","","(천안아산역)으로 가주세요.","2","천안아산역","내리다","","","","","",""
"0966","","(천안아산역)으로 가주세요.","2","천안아산역","내리다","","","","","",""
"0967","","(천안아산역)으로 가주세요.","2","천안아산역","차내리다","","","","","",""
"0968","","(에어컨)을 꺼드릴까요?","2","에어컨","끄다","","","","","",""
"0969","","(에어컨)을 꺼드릴까요?","2","춥다","끄다","","","","","",""
"0970","","(에어컨)을 꺼드릴까요?","2","춥다","끄다","","","","","",""
"0971","","(에어컨)을 꺼드릴까요?","2","에어컨","끄다","","","","","",""
"0972","","(에어컨)을 꺼드릴까요?","2","에어컨","끄다","","","","","",""
"0973","","(에어컨)을 꺼주세요.","2","난방","끄다","","","","","",""
"0974","","(에어컨)을 꺼주세요.","2","난방","끄다","","","","","",""
"0975","","(에어컨)을 꺼주세요.","2","따뜻하다","끄다","","","","","",""
"0976","","(에어컨)을 꺼주세요.","2","따뜻하다","끄다","","","","","",""
"0977","","(에어컨)을 꺼주세요.","2","따뜻하다","그만","","","","","",""
"0978","","(히터)를 꺼드릴까요?","2","난방","끄다","","","","","",""
"0979","","(히터)를 꺼드릴까요?","2","난방","끄다","","","","","",""
"0980","","(히터)를 꺼드릴까요?","2","따뜻하다","끄다","","","","","",""
"0981","","(히터)를 꺼드릴까요?","2","따뜻하다","끄다","","","","","",""
"0982","","(히터)를 꺼드릴까요?","2","따뜻하다","그만","","","","","",""
"0983","X","(청음회관)에서 내려드릴까요?","1","청음회관","","","","","","",""
"0984","","(청음회관)에서 내려드릴까요?","2","청음회관","내리다","","","","","",""
"0985","","(청음회관)에서 내려드릴까요?","2","청음회관","내리다","","","","","",""
"0986","","(청음회관)에서 내려드릴까요?","2","청음회관","차내리다","","","","","",""
"0987","","(청음회관)에서 내려드릴까요?","2","청음회관","차내리다","","","","","",""
"0988","","(청음회관)에서 내려드릴까요?","2","청음회관","오케이","","","","","",""
"0989","","(청음회관)에서 내려드릴까요?","2","청음회관","가다","","","","","",""
"0990","","(청음회관)에서 내려드릴까요?","3","청음회관","내리다","오케이","","","","",""
"0991","","(청음회관)에서 내려드릴까요?","3","청음회관","내리다","오케이","","","","",""
"0992","","(청음회관)에서 내려드릴까요?","3","청음회관","차내리다","오케이","","","","",""
